"Category","Term","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","Full Term","User Ids"
"GOTERM_BP_DIRECT","mitotic DNA replication checkpoint signaling","4","245","13","16251","8.55e-4","1.86e-2","20.41","6.55e-1","1.78e-2","3.24e-5","GO:0033314~mitotic DNA replication checkpoint signaling","DONSON,HUS1,RAD17,CDC6"
"REACTOME_PATHWAY","APC/C:Cdc20 mediated degradation of Cyclin B","5","213","23","10908","9.19e-4","3.24e-3","11.13","5.79e-1","2.19e-3","6.84e-5","R-HSA-174048~APC/C:Cdc20 mediated degradation of Cyclin B","CDC26,UBE2D1,RPS27A,UBA52,ANAPC10"
"REACTOME_PATHWAY","IKK complex recruitment mediated by RIP1","5","213","23","10908","9.19e-4","3.24e-3","11.13","5.79e-1","2.19e-3","6.84e-5","R-HSA-937041~IKK complex recruitment mediated by RIP1","UBE2D3,UBE2D1,UBE2V1,RPS27A,UBA52"
"REACTOME_PATHWAY","Formation of tubulin folding intermediates by CCT/TriC","5","213","24","10908","1.09e-3","3.82e-3","10.67","6.40e-1","2.58e-3","8.51e-5","R-HSA-389960~Formation of tubulin folding intermediates by CCT/TriC","CCT3,CCT6A,CCT2,TCP1,TUBA8"
"REACTOME_PATHWAY","Aggrephagy","6","213","41","10908","1.12e-3","3.93e-3","7.49","6.52e-1","2.66e-3","1.31e-4","R-HSA-9646399~Aggrephagy","DYNC1LI2,UBE2V1,RPS27A,DYNLL1,UBA52,TUBA8"
"GOTERM_BP_DIRECT","cytoplasmic translation","7","245","78","16251","1.12e-3","2.40e-2","5.95","7.53e-1","2.30e-2","1.73e-4","GO:0002181~cytoplasmic translation","RWDD1,SARS1,RPL11,RPL38,RPS27A,UBA52,ZC3H15"
"REACTOME_PATHWAY","Antimicrobial mechanism of IFN-stimulated genes","11","213","161","10908","1.18e-3","4.11e-3","3.50","6.70e-1","2.78e-3","3.13e-4","R-HSA-1169410~Antimicrobial mechanism of IFN-stimulated genes","SEH1L,PPP2R1B,EIF4A3,NUP43,FANCE,RPS27A,UBA52,ACTB,ACTG1,EIF4G1,TUBA8"
"REACTOME_PATHWAY","Signaling by Rho GTPases","26","213","669","10908","1.24e-3","4.31e-3","1.99","6.89e-1","2.91e-3","5.94e-4","R-HSA-194315~Signaling by Rho GTPases","STEAP3,SEH1L,ARPC1A,CLTC,PIK3R4,CENPA,ACTB,ACTG1,PPP1CC,CAPZB,PPP2R1B,NUF2,NUP43,BUB3,CCT2,PPP2R5B,DYNLL1,ARFGAP3,CKAP5,CCT6A,DYNC1LI2,ARPC2,ARPC3,CENPQ,TUBA8,MAD2L1"
"REACTOME_PATHWAY","Formation of Incision Complex in GG-NER","6","213","42","10908","1.25e-3","4.34e-3","7.32","6.93e-1","2.94e-3","1.51e-4","R-HSA-5696395~Formation of Incision Complex in GG-NER","DDB1,RPA2,RAD23A,RPS27A,UBA52,RBX1"
"REACTOME_PATHWAY","Selective autophagy","8","213","86","10908","1.39e-3","4.80e-3","4.76","7.30e-1","3.24e-3","2.66e-4","R-HSA-9663891~Selective autophagy","DYNC1LI2,UBE2D3,UBE2V1,RPS27A,DYNLL1,UBA52,UBE2L3,TUBA8"
