Category,Term,Count,List Total,Pop Hits,Pop Total,P-Value,Benjamini,Fold Enrichment,Bonferroni,FDR,Fisher Exact,Full Term,User Ids,Theme,minus_log10_Benjamini
REACTOME_PATHWAY,Signal Transduction,61,184,2533,10908,0.00186,0.118,1.43,0.848,0.115,0.00126,R-HSA-162582~Signal Transduction,"ERCC6L,CDKN1B,ZWILCH,WIPF1,PEBP1,MSI2,LMNB1,FNTA,STBD1,SUFU,MAF1,YWHAG,ATP6V1G2,NCBP1,NCBP2,FGG,RHOH,TSC2,TSC1,RPGRIP1L,TGFBR2,ARFGAP2,DNM2,COL2A1,CTTN,RAPGEF1,PIK3C3,PKP4,KIF2C,CSNK1G2,CD274,RALA,TPH1,EPAS1,MIS12,CUL1,DERL2,LTBP2,EGFR,SKA1,SKA2,RHOT1,ERBB4,PRKAR2A,RICTOR,SHOC2,STAT6,ATP6V0E2,CCT7,SH2B1,H2AZ1,DYNC1H1,BDNF,FN1,SEPTIN7,KTN1,FAM135A,IL2RA,MKS1,STUB1,CENPO",Cell signaling,0.9281179926938746
GOTERM_BP_DIRECT,protein folding,10,243,186,16251,0.00191,0.55,3.6,0.95,0.55,0.000501,GO:0006457~protein folding,"PDIA3,CCT8L2,DNAJC7,WIPF1,NGLY1,TSC1,PFDN2,CCT7,HSPBP1,CCT6B",,0.2596373105057561
GOTERM_BP_DIRECT,DNA repair,14,243,346,16251,0.00212,0.55,2.71,0.963,0.55,0.00074,GO:0006281~DNA repair,"DCLRE1B,ERCC6L,BTG2,RFC4,MRE11,RIF1,MGMT,MCM9,LIG3,PAGR1,APEX1,STUB1,RAD1,RAD9B",,0.2596373105057561
REACTOME_PATHWAY,Dengue Virus Genome Translation and Replication,7,184,81,10908,0.00235,0.123,5.12,0.908,0.12,0.000421,R-HSA-9918487~Dengue Virus Genome Translation and Replication,"EIF4A2,PDIA3,EIF4A1,RPN2,HNRNPD,HDLBP,HSPA1A",Immune response & host–pathogen interactions,0.9100948885606021
REACTOME_PATHWAY,Mitotic Spindle Checkpoint,8,184,109,10908,0.00236,0.123,4.35,0.909,0.12,0.000501,R-HSA-69618~Mitotic Spindle Checkpoint,"DYNC1H1,ERCC6L,ZWILCH,MIS12,KIF2C,CENPO,SKA1,SKA2",Cell cycle & mitosis,0.9100948885606021
REACTOME_PATHWAY,Cytokine Signaling in Immune system,25,184,771,10908,0.00239,0.123,1.92,0.912,0.12,0.00119,R-HSA-1280215~Cytokine Signaling in Immune system,"EIF4A2,ARF3,BECN1,EIF4A1,RALA,CDKN1B,CUL1,FAAP24,UBE2L6,LMNB1,FNTA,STAT6,SH2B1,IL37,FN1,PRKRA,TOLLIP,IL2RA,CAPZA1,RAPGEF1,CD27,LCP1,IL18R1,RIGI,HSPA1A",Immune response & host–pathogen interactions,0.9100948885606021
REACTOME_PATHWAY,Transcriptional Regulation by TP53,15,184,352,10908,0.00242,0.123,2.53,0.914,0.12,0.000905,R-HSA-3700989~Transcriptional Regulation by TP53,"BTG2,RFC4,CDKN1B,MRE11,ELL,TXNRD1,TSC2,TSC1,TPX2,TCEA1,RICTOR,RAD1,RAD9B,BID,YWHAG",Cell signaling,0.9100948885606021
REACTOME_PATHWAY,EML4 and NUDC in mitotic spindle formation,8,184,113,10908,0.00289,0.14,4.2,0.947,0.136,0.000638,R-HSA-9648025~EML4 and NUDC in mitotic spindle formation,"DYNC1H1,ERCC6L,ZWILCH,MIS12,KIF2C,CENPO,SKA1,SKA2",Cell cycle & mitosis,0.8538719643217619
REACTOME_PATHWAY,Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation,5,184,38,10908,0.00362,0.167,7.8,0.975,0.163,0.000413,R-HSA-8950505~Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation,"ARF3,RALA,CAPZA1,LCP1,LMNB1",,0.7772835288524167
REACTOME_PATHWAY,Membrane Trafficking,21,184,627,10908,0.00422,0.18,1.99,0.986,0.176,0.00202,R-HSA-199991~Membrane Trafficking,"ARF3,DYNC1H1,COPA,RALA,GDI1,COG5,COG3,STON1,TSC2,TSC1,SLC2A4,BICD1,EGFR,ARFGAP2,DNM2,GGA2,CTTN,CAPZA1,CHMP4C,KIF2C,YWHAG",Membrane trafficking & vesicular transport,0.744727494896694
REACTOME_PATHWAY,Dengue Virus Infection,15,184,375,10908,0.00427,0.18,2.37,0.987,0.176,0.0017,R-HSA-9839923~Dengue Virus Infection,"PDIA3,EIF4A2,BECN1,EIF4A1,RPN2,NCBP1,NCBP2,CPSF3,DDX42,HDLBP,HNRNPD,PIK3C3,RICTOR,CTNNBL1,HSPA1A",Immune response & host–pathogen interactions,0.744727494896694
GOTERM_BP_DIRECT,signal transduction,33,243,1325,16251,0.00447,0.973,1.67,0.999,0.973,0.00258,GO:0007165~signal transduction,"CD274,VAC14,RALA,CALCOCO1,CDKN1B,GDI1,EPAS1,SECTM1,PITPNC1,EGFR,BABAM2,COMMD8,KLRK1,ERBB4,SUFU,MADCAM1,STAT6,RSU1,APPL2,YWHAG,SH2B1,DAPK1,TXNRD1,PLCL1,RHOH,DNM2,CTTN,TOLLIP,RAPGEF1,STUB1,RLN1,IL18R1,CSNK1G2",,0.0118871597316481
REACTOME_PATHWAY,Resolution of Sister Chromatid Cohesion,8,184,123,10908,0.00463,0.188,3.86,0.991,0.183,0.00111,R-HSA-2500257~Resolution of Sister Chromatid Cohesion,"DYNC1H1,ERCC6L,ZWILCH,MIS12,KIF2C,CENPO,SKA1,SKA2",Cell cycle & mitosis,0.7258421507363202
REACTOME_PATHWAY,DNA Double-Strand Break Repair,9,184,157,10908,0.00494,0.193,3.4,0.993,0.188,0.00135,R-HSA-5693532~DNA Double-Strand Break Repair,"BABAM2,RFC4,MRE11,RIF1,SUMO2,RAD1,LIG3,RAD9B,NHEJ1",DNA replication & repair,0.7144426909922262
GOTERM_BP_DIRECT,ubiquitin-dependent protein catabolic process,11,243,255,16251,0.005,0.973,2.88,1.0,0.973,0.00163,GO:0006511~ubiquitin-dependent protein catabolic process,"UBE2H,CDC34,TOLLIP,CUL2,CUL1,DERL2,STUB1,UBE2L6,UBE2G1,SKP2,EGFR",,0.0118871597316481
REACTOME_PATHWAY,Anchoring of the basal body to the plasma membrane,7,184,95,10908,0.0052,0.196,4.37,0.995,0.191,0.0011,R-HSA-5620912~Anchoring of the basal body to the plasma membrane,"NEDD1,DYNC1H1,HAUS8,MKS1,RPGRIP1L,YWHAG,HAUS1",,0.707743928643524
REACTOME_PATHWAY,Disease,49,184,2013,10908,0.00552,0.2,1.44,0.996,0.195,0.0037,R-HSA-1643685~Disease,"EIF4A2,ARF3,EIF4A1,CDKN1B,MRE11,ELL,WIPF1,DDX42,HDLBP,PEBP1,UBE2L6,LMNB1,GYS2,FNTA,SKP2,CTNNBL1,YWHAG,PDIA3,RFC4,NCBP1,NCBP2,FGG,TSC2,TGFBR2,CHMP4C,PIK3C3,RPL28,BECN1,RPN2,CUL1,DERL2,EGFR,ERBB4,PRKAR2A,RICTOR,SHOC2,H2AZ1,DYNC1H1,BDNF,TXNRD1,CPSF3,FN1,ERLIN2,HNRNPD,TCEA1,RAD1,RAD9B,RIGI,HSPA1A",Other,0.6989700043360187
REACTOME_PATHWAY,Antimicrobial mechanism of IFN-stimulated genes,9,184,161,10908,0.00573,0.201,3.31,0.997,0.195,0.00161,R-HSA-1169410~Antimicrobial mechanism of IFN-stimulated genes,"EIF4A2,EIF4A1,BECN1,FNTA,PRKRA,FAAP24,UBE2L6,RIGI,HSPA1A",Immune response & host–pathogen interactions,0.6968039425795111
