"Category","Term","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact","Full Term","User Ids"
"GOTERM_BP_DIRECT","T-helper 1 cell differentiation","9","247","28","16251","5.89e-9","5.93e-7","21.15","7.72e-6","5.65e-7","2.01e-10","GO:0045063~T-helper 1 cell differentiation","PSMA3,PSMB4,PSMA4,PSMA1,PSMA2,PSMB3,PSMB1,PSMB8,PSMB9"
"GOTERM_BP_DIRECT","regulation of G1/S transition of mitotic cell cycle","12","247","69","16251","6.44e-9","6.02e-7","11.44","8.44e-6","5.74e-7","4.77e-10","GO:2000045~regulation of G1/S transition of mitotic cell cycle","PSMB6,PSMB7,PSMA3,PSMB4,PSMA4,PSMB5,PSMA1,PSMA2,PSMB3,ACTL6A,PSMB1,PTPN6"
"REACTOME_PATHWAY","DNA Damage Bypass","11","210","47","10908","1.50e-8","8.63e-8","12.16","1.50e-5","5.65e-8","9.84e-10","R-HSA-73893~DNA Damage Bypass","RFC5,DDB1,RFC3,UBE2B,POLD2,UBC,REV1,UFD1,RPS27A,UBA52,POLH"
"REACTOME_PATHWAY","Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal","14","210","93","10908","2.18e-8","1.24e-7","7.82","2.18e-5","8.10e-8","2.42e-9","R-HSA-141444~Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal","SEH1L,ZWILCH,MIS12,DYNLL1,CKAP5,CENPA,DYNC1LI2,XPO1,PPP2R1B,NUF2,NUP43,BUB3,MAD2L1,PAFAH1B1"
"REACTOME_PATHWAY","Amplification of signal from the kinetochores","14","210","93","10908","2.18e-8","1.24e-7","7.82","2.18e-5","8.10e-8","2.42e-9","R-HSA-141424~Amplification of signal from the kinetochores","SEH1L,ZWILCH,MIS12,DYNLL1,CKAP5,CENPA,DYNC1LI2,XPO1,PPP2R1B,NUF2,NUP43,BUB3,MAD2L1,PAFAH1B1"
"GOTERM_BP_DIRECT","mRNA export from nucleus","11","247","61","16251","2.41e-8","2.11e-6","11.86","3.16e-5","2.01e-6","1.71e-9","GO:0006406~mRNA export from nucleus","NUP214,NXF1,UPF1,PCID2,DDX19B,NXT1,XPO1,ALYREF,EIF4A3,THOC5,EIF4E"
"REACTOME_PATHWAY","EML4 and NUDC in mitotic spindle formation","15","210","113","10908","3.00e-8","1.70e-7","6.90","3.00e-5","1.11e-7","3.85e-9","R-HSA-9648025~EML4 and NUDC in mitotic spindle formation","SEH1L,ZWILCH,NEK7,MIS12,DYNLL1,CKAP5,CENPA,DYNC1LI2,XPO1,PPP2R1B,NUF2,NUP43,BUB3,MAD2L1,PAFAH1B1"
"GOTERM_BP_DIRECT","meiotic cell cycle","13","247","99","16251","3.20e-8","2.62e-6","8.64","4.19e-5","2.49e-6","3.27e-9","GO:0051321~meiotic cell cycle","MCMDC2,PSMB6,PSMB7,PSMA3,PSMB4,PSMA4,PSMB5,PSMA1,EXO1,PSMA2,PSMB3,PSMB1,BUB3"
"GOTERM_BP_DIRECT","positive regulation of interleukin-2 production","10","247","50","16251","5.26e-8","4.05e-6","13.16","6.90e-5","3.86e-6","3.30e-9","GO:0032743~positive regulation of interleukin-2 production","PSMA3,PSMB4,PSMA4,PSMA1,PSMA2,PSMB3,PDE4D,PSMB1,PSMB8,PSMB9"
"REACTOME_PATHWAY","Cytokine Signaling in Immune system","39","210","771","10908","5.35e-8","3.01e-7","2.63","5.35e-5","1.97e-7","1.95e-8","R-HSA-1280215~Cytokine Signaling in Immune system","PSMD12,SEH1L,PSMD11,PSMD14,EIF4A3,UBE2D1,PSMD8,PSMB6,PSMB7,PSMD6,PSMB4,PSMD7,PSMB5,PPP2R1B,IL36B,PSMB3,PSMD3,UBC,PSMB1,PSMD1,NUP43,ELOC,RPS27A,EIF4E,NUP214,FANCE,THOC5,PSMB8,PSMC5,PSMA3,PSMA4,PSMA1,PSMA2,PSMC1,TCP1,PTPN6,UBE2V1,UBA52,EIF4G1"
"REACTOME_PATHWAY","HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)","15","210","121","10908","7.24e-8","4.05e-7","6.44","7.24e-5","2.65e-7","1.00e-8","R-HSA-5693567~HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)","RFC5,RTEL1,TIPIN,RFC3,WRN,KAT5,EXO1,EME2,POLD2,UBC,UBE2V2,RAD17,RPS27A,UBA52,POLH"
"GOTERM_BP_DIRECT","cell division","23","247","380","16251","8.02e-8","5.84e-6","3.98","1.05e-4","5.56e-6","1.91e-8","GO:0051301~cell division","TIPIN,SEH1L,IST1,ZWILCH,MIS12,CLTC,HAUS3,NCAPG,CDC6,USP39,CKAP5,SMC2,PPP1CB,CDC26,NUF2,RUVBL1,NUP43,BUB3,NCAPD3,RAN,MAD2L1,PAFAH1B1,ANAPC2"
"REACTOME_PATHWAY","Clathrin-mediated endocytosis","16","210","145","10908","1.11e-7","6.15e-7","5.73","1.11e-4","4.03e-7","1.74e-8","R-HSA-8856828~Clathrin-mediated endocytosis","ACTR2,GPS1,CLTC,CLTB,COPS7A,ARFGAP3,COPS3,COPS6,SNX18,FCHO1,ARPC2,UBC,UBQLN1,COPS8,RPS27A,UBA52"
"REACTOME_PATHWAY","Homology Directed Repair","15","210","127","10908","1.34e-7","7.41e-7","6.13","1.34e-4","4.85e-7","1.96e-8","R-HSA-5693538~Homology Directed Repair","RFC5,RTEL1,TIPIN,RFC3,WRN,KAT5,EXO1,EME2,POLD2,UBC,UBE2V2,RAD17,RPS27A,UBA52,POLH"
"REACTOME_PATHWAY","Processing of Capped Intron-Containing Pre-mRNA","22","210","288","10908","1.45e-7","7.99e-7","3.97","1.45e-4","5.23e-7","3.41e-8","R-HSA-72203~Processing of Capped Intron-Containing Pre-mRNA","NUP214,HNRNPA3,SEH1L,NXT1,SF3B3,ALYREF,EIF4A3,TFIP11,THOC5,USP39,PRPF8,CRNKL1,PPP1CB,NXF1,LSM7,SNRPD1,UBC,NUP43,SNRPD3,RPS27A,UBA52,EIF4E"
"REACTOME_PATHWAY","Transcription-Coupled Nucleotide Excision Repair (TC-NER)","12","210","75","10908","1.64e-7","9.00e-7","8.31","1.64e-4","5.89e-7","1.71e-8","R-HSA-6781827~Transcription-Coupled Nucleotide Excision Repair (TC-NER)","RFC5,DDB1,COPS3,COPS6,RFC3,GPS1,POLD2,UBC,COPS7A,COPS8,RPS27A,UBA52"
"REACTOME_PATHWAY","Signaling by Interleukins","28","210","456","10908","1.66e-7","9.01e-7","3.19","1.66e-4","5.90e-7","4.92e-8","R-HSA-449147~Signaling by Interleukins","PSMD12,PSMD11,PSMD14,PSMD8,PSMB6,PSMB7,PSMD6,PSMB4,PSMD7,PSMB5,PPP2R1B,IL36B,PSMB3,PSMD3,UBC,PSMB1,PSMD1,RPS27A,PSMC5,PSMA3,PSMA4,PSMA1,PSMA2,PSMC1,TCP1,PTPN6,UBE2V1,UBA52"
"REACTOME_PATHWAY","APC-Cdc20 mediated degradation of Nek2A","8","210","25","10908","3.07e-7","1.66e-6","16.62","3.07e-4","1.09e-6","1.35e-8","R-HSA-179409~APC-Cdc20 mediated degradation of Nek2A","CDC26,UBC,UBE2D1,BUB3,RPS27A,UBA52,MAD2L1,ANAPC2"
"REACTOME_PATHWAY","DNA Double-Strand Break Repair","16","210","157","10908","3.16e-7","1.70e-6","5.29","3.16e-4","1.11e-6","5.44e-8","R-HSA-5693532~DNA Double-Strand Break Repair","RFC5,RTEL1,TIPIN,RFC3,WRN,KAT5,EXO1,EME2,POLD2,UBC,UBE2V2,RAD17,RPS27A,UBA52,NHEJ1,POLH"
"REACTOME_PATHWAY","Membrane Trafficking","33","210","627","10908","3.26e-7","1.75e-6","2.73","3.26e-4","1.14e-6","1.14e-7","R-HSA-199991~Membrane Trafficking","NAPA,YWHAE,COPB2,COPA,DCTN2,SAR1B,COPB1,GPS1,CLTC,CLTB,COPS7A,GABARAP,AGPAT3,SCFD1,FCHO1,UBC,UBQLN1,RPS27A,ACTR2,SNAPIN,TRAPPC2L,DYNLL1,ARFGAP3,ARCN1,COPS3,COPS6,DYNC1LI2,SNX18,ARPC2,COPG1,COPS8,UBA52,PAFAH1B1"
"GOTERM_BP_DIRECT","ubiquitin-dependent protein catabolic process","18","247","255","16251","3.58e-7","2.47e-5","4.64","4.69e-4","2.35e-5","7.21e-8","GO:0006511~ubiquitin-dependent protein catabolic process","PSMD11,UBE2D4,PSMD14,UBE2B,UBE2D1,UBE2A,UBE2L3,DDB1,COPS3,PSMA3,PSMA4,PSMA1,PSMA2,PSMD3,UBQLN1,UFD1,ELOC,ANAPC2"
"GOTERM_BP_DIRECT","response to type II interferon","9","247","47","16251","4.65e-7","3.04e-5","12.60","6.09e-4","2.90e-5","3.08e-8","GO:0034341~response to type II interferon","PSMA3,PSMB4,PSMA4,PSMA1,PSMA2,PSMB3,PSMB1,PSMB8,PSMB9"
"REACTOME_PATHWAY","Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template","9","210","38","10908","4.74e-7","2.52e-6","12.30","4.74e-4","1.65e-6","3.08e-8","R-HSA-110313~Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template","RFC5,RFC3,POLD2,UBC,REV1,UFD1,RPS27A,UBA52,POLH"
"REACTOME_PATHWAY","Resolution of Sister Chromatid Cohesion","14","210","123","10908","6.22e-7","3.29e-6","5.91","6.22e-4","2.16e-6","9.48e-8","R-HSA-2500257~Resolution of Sister Chromatid Cohesion","SEH1L,ZWILCH,MIS12,DYNLL1,CKAP5,CENPA,DYNC1LI2,XPO1,PPP2R1B,NUF2,NUP43,BUB3,MAD2L1,PAFAH1B1"
