Name	unrefined_intensity	refined_intensity
AKAP3	-0.5698209661428809	-0.0014895120054974906
AKAP4	-0.4881074450149943	-0.0013525457301365492
AKAP5	0.2849296859672346	0.00865901315654426
AKAP6	-0.47249852661145	-0.006573399502218492
AKAP7	0.305898962731198	0.0027980578121022683
AKAP8	-0.6060325351762412	-0.01420116039678486
AKAP8L	-0.6837649464671712	-0.017262329838510206
AKAP9	0.24788026201569	0.003623761550407372
AKIP1	-1.001812039288978	-0.0036516048832083248
AKIRIN1	0.8255154740661061	0.006276394149324605
AKIRIN2	-0.6747899193876374	-0.0072020328096242545
AKNA	0.3601625886250991	0.0014215617373032662
AKNAD1	-0.1474944298422286	-0.002612568835795395
AKR1A1	-0.7176649981736076	-0.0030995951271118112
AKR1B1	-0.4220491952378343	-0.008839398345061202
AKR1B10	-0.4832409998148754	-0.0012337142725273769
AKR1B15	0.9824758886594462	0.0027902315237928275
AKR1C1	-0.4697730330389199	-0.0016864851886097224
AKR1C2	0.161938452323079	0.0006127751035905309
AKR1C3	0.9467624314119066	0.0029851419462417414
AKR1C4	0.6784346010385768	0.0024823922052001524
AKR1C8	-0.1958796182798248	-0.0006121238071244526
AKR1D1	1.012196952534656	0.0015861126246218059
AKR1E2	-0.656831072546538	-0.0016085792966664715
AKR7A2	0.0114170015218256	9.774095002834895e-05
AKR7A3	-1.3511488940278618	-0.005685634546069242
AKR7L	-0.1541962257348909	-0.0008118431284942004
AKT1	-0.0278290255355846	-0.005258127400795497
AKT1S1	-0.6958467075229873	-0.028290343741054567
AKT2	-0.9801185185423033	-0.04705647019373452
AKT3	-0.5875950150297968	-0.043167080184149
AKTIP	-0.6402119169055571	-0.1271416052140253
ALAD	-0.175834322450377	-0.0009303394000849446
ALAS1	-0.5750116025111347	-0.04151526268970141
ALAS2	-1.3130797969630277	-0.15522441511818735
ALB	-0.2897165236634142	-0.006792114180765083
ALCAM	-0.980349755818483	-0.0341102894039483
ALDH16A1	-0.5641061254820113	-0.001841242393573285
ALDH18A1	-1.6557120578035616	-0.0015762378790289907
ALDH1A1	-0.879294899481518	-0.020821703219722345
ALDH1A2	-0.4926239668932576	-0.015041780205118727
ALDH1A3	-1.1302548447537903	-0.021535875811938724
ALDH1B1	-0.2755361226243634	-0.0011514654564472146
ALDH1L1	-0.6476258793854681	-0.018472880583591093
ALDH1L2	0.277414369021102	0.008548523781385257
ALDH2	-0.5218040840826252	-0.0026596354165691408
ALDH3A1	-0.115588006540454	-0.0008485315560134728
ALDH3A2	-0.7051688007388841	-0.004642126215264075
