Category,Term,Count,List Total,Pop Hits,Pop Total,P-Value,Benjamini,Fold Enrichment,Bonferroni,FDR,Fisher Exact,Full Term,User Ids,Theme,minus_log10_Benjamini
REACTOME_PATHWAY,DNA Damage/Telomere Stress Induced Senescence,4,178,63,10908,0.0824,0.612,3.89,1.0,0.577,0.0194,R-HSA-2559586~DNA Damage/Telomere Stress Induced Senescence,"H2BC8,H4C12,H2BC17,LMNB1",,0.21324857785443882
REACTOME_PATHWAY,Cytosolic sensors of pathogen-associated DNA,4,178,63,10908,0.0824,0.612,3.89,1.0,0.577,0.0194,R-HSA-1834949~Cytosolic sensors of pathogen-associated DNA,"POLR2E,POLR2F,POLR2H,TRIM21",,0.21324857785443882
REACTOME_PATHWAY,Epigenetic regulation by WDR5-containing histone modifying complexes,6,178,143,10908,0.0832,0.613,2.57,1.0,0.578,0.0296,R-HSA-9917777~Epigenetic regulation by WDR5-containing histone modifying complexes,"H2BC8,H4C12,KAT8,MED27,MED4,H2BC17",,0.21253952548158497
GOTERM_BP_DIRECT,heterochromatin formation,5,240,112,16251,0.0833,1.0,3.02,1.0,1.0,0.0253,GO:0031507~heterochromatin formation,"TFDP1,MTF2,RSF1,HDAC8,LMNB1",,-0.0
GOTERM_BP_DIRECT,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,7,240,206,16251,0.0844,1.0,2.3,1.0,1.0,0.0335,GO:0051897~positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,"APP,TPBG,AKR1C3,CHI3L1,ADAM8,IAPP,PIK3AP1",,-0.0
REACTOME_PATHWAY,Replacement of protamines by nucleosomes in the male pronucleus,3,178,30,10908,0.0847,0.62,6.13,1.0,0.584,0.0126,R-HSA-9821993~Replacement of protamines by nucleosomes in the male pronucleus,"H2BC8,H4C12,H2BC17",,0.20760831050174613
GOTERM_BP_DIRECT,antibody-dependent cellular cytotoxicity,2,240,6,16251,0.0851,1.0,22.57,1.0,1.0,0.00313,GO:0001788~antibody-dependent cellular cytotoxicity,"FCGR3A,FCGR2C",,-0.0
GOTERM_BP_DIRECT,granzyme-mediated apoptotic signaling pathway,2,240,6,16251,0.0851,1.0,22.57,1.0,1.0,0.00313,GO:0008626~granzyme-mediated apoptotic signaling pathway,"HMGB2,UBE4B",,-0.0
GOTERM_BP_DIRECT,chitin catabolic process,2,240,6,16251,0.0851,1.0,22.57,1.0,1.0,0.00313,GO:0006032~chitin catabolic process,"CHIT1,CHI3L1",,-0.0
GOTERM_BP_DIRECT,negative regulation of dendritic spine maintenance,2,240,6,16251,0.0851,1.0,22.57,1.0,1.0,0.00313,GO:1902951~negative regulation of dendritic spine maintenance,"APP,CFL1",,-0.0
REACTOME_PATHWAY,Generation of second messenger molecules,3,178,31,10908,0.0896,0.646,5.93,1.0,0.609,0.0137,R-HSA-202433~Generation of second messenger molecules,"LCK,HLA-DRB1,HLA-DPA1",,0.1897674820049159
REACTOME_PATHWAY,RNA Polymerase I Transcription Termination,3,178,31,10908,0.0896,0.646,5.93,1.0,0.609,0.0137,R-HSA-73863~RNA Polymerase I Transcription Termination,"POLR2E,POLR2F,POLR2H",,0.1897674820049159
GOTERM_BP_DIRECT,proteasomal protein catabolic process,4,240,72,16251,0.0897,1.0,3.76,1.0,1.0,0.0218,GO:0010498~proteasomal protein catabolic process,"PSMC2,PMAIP1,TRIM21,FBXO44",,-0.0
GOTERM_BP_DIRECT,positive regulation of erythrocyte differentiation,3,240,35,16251,0.0934,1.0,5.8,1.0,1.0,0.0147,GO:0045648~positive regulation of erythrocyte differentiation,"TAL1,HMGB2,HSPA1A",,-0.0
REACTOME_PATHWAY,GDP-fucose biosynthesis,2,178,6,10908,0.0935,0.665,20.43,1.0,0.626,0.0038,R-HSA-6787639~GDP-fucose biosynthesis,"GFUS,FUOM",,0.17717835469689538
REACTOME_PATHWAY,Nucleotide Excision Repair,5,178,106,10908,0.0937,0.665,2.89,1.0,0.626,0.0296,R-HSA-5696398~Nucleotide Excision Repair,"POLR2B,POLR2C,POLR2E,POLR2F,POLR2H",DNA replication & repair,0.17717835469689538
REACTOME_PATHWAY,Processing of Capped Intron-Containing Pre-mRNA,9,178,288,10908,0.097,0.683,1.92,1.0,0.644,0.0465,R-HSA-72203~Processing of Capped Intron-Containing Pre-mRNA,"SLBP,CPSF1,POLR2B,POLR2C,POLR2E,HNRNPU,POLR2F,YBX1,POLR2H",Protein & RNA homeostasis,0.1655792963184674
GOTERM_BP_DIRECT,immune response-activating cell surface receptor signaling pathway,2,240,7,16251,0.0985,1.0,19.35,1.0,1.0,0.00434,GO:0002429~immune response-activating cell surface receptor signaling pathway,"LCK,MICB",,-0.0
GOTERM_BP_DIRECT,positive regulation of mitotic cell cycle phase transition,2,240,7,16251,0.0985,1.0,19.35,1.0,1.0,0.00434,GO:1901992~positive regulation of mitotic cell cycle phase transition,"RRM2,CCND1",,-0.0
REACTOME_PATHWAY,Regulation of T cell activation by CD28 family,8,178,242,10908,0.0992,0.694,2.03,1.0,0.654,0.0449,R-HSA-388841~Regulation of T cell activation by CD28 family,"H2BC8,CCND1,LCK,PSMC2,H4C12,H2BC17,HLA-DRB1,HLA-DPA1",Immune response & host–pathogen interactions,0.15864052954514513
